doi,subject_scheme,subject_name
10.1016/s0140-6736(16)30370-1,altmetric,medicine
10.1016/s0140-6736(16)30370-1,scopus,Medicine
10.1016/s0140-6736(16)30370-1,scopus,Health Sciences
10.1016/s0140-6736(16)30370-1,era,Medical And Health Sciences
10.1016/s0140-6736(16)30054-x,altmetric,medicine
10.1016/s0140-6736(16)30054-x,scopus,Medicine
10.1016/s0140-6736(16)30054-x,scopus,Health Sciences
10.1016/s0140-6736(16)30054-x,era,Medical And Health Sciences
10.1016/s0140-6736(14)60460-8,altmetric,medicine
10.1016/s0140-6736(14)60460-8,scopus,Medicine
10.1016/s0140-6736(14)60460-8,scopus,Health Sciences
10.1016/s0140-6736(14)60460-8,era,Medical And Health Sciences
10.1016/s0140-6736(15)60692-4,altmetric,medicine
10.1016/s0140-6736(15)60692-4,scopus,Medicine
10.1016/s0140-6736(15)60692-4,scopus,Health Sciences
10.1016/s0140-6736(15)60692-4,era,Medical And Health Sciences
10.1136/bmj.g3725,altmetric,medicine
10.1136/bmj.g3725,scopus,Medicine
10.1136/bmj.g3725,scopus,Health Sciences
10.1136/bmj.g3725,era,Public Health And Health Services
10.1038/nature19827,altmetric,science
10.1038/nature19827,scopus,General
10.1038/nature19827,npg,Phylogenetics
10.1038/nature19827,npg,Viral epidemiology
10.1038/nature19827,npg,HIV infections
10.1073/pnas.1218772110,altmetric,science
10.1073/pnas.1218772110,scopus,General
10.1073/pnas.1218772110,era,Multidisciplinary
10.1038/ncb3347,altmetric,cellbiology
10.1038/ncb3347,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1038/ncb3347,scopus,Life Sciences
10.1038/ncb3347,npg,Morphogenesis
10.1038/ncb3347,npg,Embryogenesis
10.1038/ncb3347,npg,Gastrulation
10.1038/ncb3347,era,Biological Sciences
10.1038/ncb3347,era,Medical And Health Sciences
10.1038/nature17948,altmetric,science
10.1038/nature17948,scopus,General
10.1038/nature17948,npg,Developmental biology
10.1038/nature17948,npg,Cell biology
10.1016/s0140-6736(14)61682-2,altmetric,medicine
10.1016/s0140-6736(14)61682-2,scopus,Medicine
10.1016/s0140-6736(14)61682-2,scopus,Health Sciences
10.1016/s0140-6736(14)61682-2,era,Medical And Health Sciences
10.1016/s0140-6736(15)00128-2,altmetric,medicine
10.1016/s0140-6736(15)00128-2,scopus,Medicine
10.1016/s0140-6736(15)00128-2,scopus,Health Sciences
10.1016/s0140-6736(15)00128-2,era,Medical And Health Sciences
10.1016/j.cub.2016.10.061,altmetric,biology
10.1016/j.cub.2016.10.061,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1016/j.cub.2016.10.061,scopus,Agricultural and Biological Sciences
10.1016/j.cub.2016.10.061,scopus,Life Sciences
10.1016/j.cub.2016.10.061,era,Biological Sciences
10.1016/j.cub.2016.10.061,era,Medical And Health Sciences
10.1016/j.cub.2016.10.061,era,Psychology And Cognitive Sciences
10.1136/bmj.f3817,altmetric,medicine
10.1136/bmj.f3817,scopus,Medicine
10.1136/bmj.f3817,scopus,Health Sciences
10.1136/bmj.f3817,era,Public Health And Health Services
10.1136/bmj.h3576,altmetric,medicine
10.1136/bmj.h3576,scopus,Medicine
10.1136/bmj.h3576,scopus,Health Sciences
10.1136/bmj.h3576,era,Public Health And Health Services
10.1016/s0140-6736(16)31467-2,altmetric,medicine
10.1016/s0140-6736(16)31467-2,scopus,Medicine
10.1016/s0140-6736(16)31467-2,scopus,Health Sciences
10.1016/s0140-6736(16)31467-2,era,Medical And Health Sciences
10.1016/j.ypmed.2016.02.002,altmetric,publichealth
10.1016/j.ypmed.2016.02.002,scopus,Medicine
10.1016/j.ypmed.2016.02.002,scopus,Health Sciences
10.1016/j.ypmed.2016.02.002,era,Human Movement And Sports Science
10.1016/j.ypmed.2016.02.002,era,Public Health And Health Services
10.1016/j.ypmed.2016.02.002,era,Curriculum And Pedagogy
10.1016/s0140-6736(12)61031-9,altmetric,medicine
10.1016/s0140-6736(12)61031-9,scopus,Medicine
10.1016/s0140-6736(12)61031-9,scopus,Health Sciences
10.1016/s0140-6736(12)61031-9,era,Medical And Health Sciences
10.3945/ajcn.114.100065,altmetric,nutritionalsciences
10.3945/ajcn.114.100065,scopus,Medicine
10.3945/ajcn.114.100065,scopus,Health Sciences
10.3945/ajcn.114.100065,era,Medical And Health Sciences
10.3945/ajcn.114.100065,era,Engineering
10.1177/1529100616661983,scopus,Psychology
10.1177/1529100616661983,scopus,Social Sciences
10.1177/1529100616661983,era,Psychology
10.1177/1529100616661983,era,Cognitive Science
10.1038/nature19057,altmetric,science
10.1038/nature19057,scopus,General
10.1038/nature19057,npg,Genomics
10.1038/nature19057,npg,Medical genetics
10.1038/499401a,altmetric,science
10.1038/499401a,scopus,General
10.1038/499401a,npg,Climate sciences
10.1038/499401a,npg,Economics
10.1038/499401a,npg,Environmental sciences
10.1016/s0140-6736(16)31012-1,altmetric,medicine
10.1016/s0140-6736(16)31012-1,scopus,Medicine
10.1016/s0140-6736(16)31012-1,scopus,Health Sciences
10.1016/s0140-6736(16)31012-1,era,Medical And Health Sciences
10.1016/j.physletb.2012.08.020,scopus,Physical Sciences
10.1016/j.physletb.2012.08.020,scopus,Physics and Astronomy
10.1016/j.physletb.2012.08.020,era,"Atomic, Molecular, Nuclear, Particle And Plasma Physics"
10.1136/oemed-2013-101993,altmetric,environmentalhealth
10.1136/oemed-2013-101993,altmetric,occupationalmedicine
10.1038/nature11247,altmetric,science
10.1038/nature11247,scopus,General
10.1038/nbt.3439,altmetric,biotechnology
10.1038/nbt.3439,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1038/nbt.3439,scopus,Chemical Engineering
10.1038/nbt.3439,scopus,Life Sciences
10.1038/nbt.3439,scopus,Physical Sciences
10.1038/nbt.3439,scopus,Engineering
10.1038/nbt.3439,scopus,Immunology and Microbiology
10.1038/nbt.3439,era,Multidisciplinary
10.1038/mp.2014.107,altmetric,molecularbiology
10.1038/mp.2014.107,altmetric,psychiatry
10.1038/mp.2014.107,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1038/mp.2014.107,scopus,Health Sciences
10.1038/mp.2014.107,scopus,Life Sciences
10.1038/mp.2014.107,scopus,Medicine
10.1038/mp.2014.107,scopus,Neuroscience
10.1038/mp.2014.107,npg,Genetics
10.1038/mp.2014.107,era,Medical And Health Sciences
10.1038/mp.2014.107,era,Biological Sciences
10.1038/mp.2014.107,era,Psychology And Cognitive Sciences
10.1016/s0140-6736(13)62301-6,altmetric,medicine
10.1016/s0140-6736(13)62301-6,scopus,Medicine
10.1016/s0140-6736(13)62301-6,scopus,Health Sciences
10.1016/s0140-6736(13)62301-6,era,Medical And Health Sciences
10.1038/nature12914,altmetric,science
10.1038/nature12914,scopus,General
10.1038/nature12914,npg,Forest ecology
10.1038/nature12914,npg,Plant ecology
10.1038/nature12914,npg,Biogeochemistry
10.1038/nature12914,npg,Ecosystem ecology
10.1016/s0140-6736(16)31678-6,altmetric,medicine
10.1016/s0140-6736(16)31678-6,scopus,Medicine
10.1016/s0140-6736(16)31678-6,scopus,Health Sciences
10.1016/s0140-6736(16)31678-6,era,Medical And Health Sciences
10.1016/s1474-4422(14)70136-x,scopus,Medicine
10.1016/s1474-4422(14)70136-x,scopus,Health Sciences
10.1016/s1474-4422(14)70136-x,era,Clinical Sciences
10.1016/s1474-4422(14)70136-x,era,Neurosciences
10.1016/s0140-6736(15)60854-6,altmetric,medicine
10.1016/s0140-6736(15)60854-6,scopus,Medicine
10.1016/s0140-6736(15)60854-6,scopus,Health Sciences
10.1016/s0140-6736(15)60854-6,era,Medical And Health Sciences
10.1136/bmj.f6189,altmetric,medicine
10.1136/bmj.f6189,scopus,Medicine
10.1136/bmj.f6189,scopus,Health Sciences
10.1136/bmj.f6189,era,Public Health And Health Services
10.1016/s0140-6736(12)61768-1,altmetric,medicine
10.1016/s0140-6736(12)61768-1,scopus,Medicine
10.1016/s0140-6736(12)61768-1,scopus,Health Sciences
10.1016/s0140-6736(12)61768-1,era,Medical And Health Sciences
10.1038/nature11632,altmetric,science
10.1038/nature11632,scopus,General
10.1038/ngeo1797,scopus,Earth and Planetary Sciences
10.1038/ngeo1797,scopus,Physical Sciences
10.1038/ngeo1797,era,Multidisciplinary
10.1038/nclimate2353,npg,Climate-change mitigation
10.1038/nclimate2353,npg,Agriculture
10.1016/s2468-2667(16)30037-8,altmetric,physiology
10.1371/journal.pone.0081877,altmetric,medicine
10.1371/journal.pone.0081877,altmetric,science
10.1371/journal.pone.0081877,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1371/journal.pone.0081877,scopus,Health Sciences
10.1371/journal.pone.0081877,scopus,Life Sciences
10.1371/journal.pone.0081877,scopus,Agricultural and Biological Sciences
10.1371/journal.pone.0081877,scopus,Medicine
10.1371/journal.pone.0081877,era,Multidisciplinary
10.1038/nature12477,altmetric,science
10.1038/nature12477,scopus,General
10.1038/nature12477,npg,Cancer
10.1136/bmj.f5432,altmetric,medicine
10.1136/bmj.f5432,scopus,Medicine
10.1136/bmj.f5432,scopus,Health Sciences
10.1136/bmj.f5432,era,Public Health And Health Services
10.1126/science.1213362,altmetric,science
10.1126/science.1213362,scopus,General
10.1016/s0140-6736(16)31470-2,altmetric,medicine
10.1016/s0140-6736(16)31470-2,scopus,Medicine
10.1016/s0140-6736(16)31470-2,scopus,Health Sciences
10.1016/s0140-6736(16)31470-2,era,Medical And Health Sciences
10.1073/pnas.1519691113,altmetric,science
10.1073/pnas.1519691113,scopus,General
10.1073/pnas.1519691113,era,Multidisciplinary
10.1002/2016gb005406,scopus,Environmental Science
10.1002/2016gb005406,scopus,Earth and Planetary Sciences
10.1002/2016gb005406,scopus,Physical Sciences
10.1002/2016gb005406,era,Atmospheric Sciences
10.1002/2016gb005406,era,Geochemistry
10.1016/s0140-6736(13)61570-6,altmetric,medicine
10.1016/s0140-6736(13)61570-6,scopus,Medicine
10.1016/s0140-6736(13)61570-6,scopus,Health Sciences
10.1016/s0140-6736(13)61570-6,era,Medical And Health Sciences
10.1371/journal.pmed.1001558,altmetric,medicine
10.1371/journal.pmed.1001558,scopus,Medicine
10.1371/journal.pmed.1001558,scopus,Health Sciences
10.1371/journal.pmed.1001558,era,Medical And Health Sciences
10.1182/blood-2013-03-490003,altmetric,hematology
10.1182/blood-2013-03-490003,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1182/blood-2013-03-490003,scopus,Health Sciences
10.1182/blood-2013-03-490003,scopus,Life Sciences
10.1182/blood-2013-03-490003,scopus,Medicine
10.1182/blood-2013-03-490003,scopus,Immunology and Microbiology
10.1182/blood-2013-03-490003,era,Cardiovascular Medicine And Haematology
10.1182/blood-2013-03-490003,era,Clinical Sciences
10.1182/blood-2013-03-490003,era,Paediatrics And Reproductive Medicine
10.1016/s0140-6736(14)61687-1,altmetric,medicine
10.1016/s0140-6736(14)61687-1,scopus,Medicine
10.1016/s0140-6736(14)61687-1,scopus,Health Sciences
10.1016/s0140-6736(14)61687-1,era,Medical And Health Sciences
10.1038/ncomms13379,altmetric,biology
10.1038/ncomms13379,altmetric,science
10.1038/ncomms13379,era,Multidisciplinary
10.1038/ngeo1787,scopus,Earth and Planetary Sciences
10.1038/ngeo1787,scopus,Physical Sciences
10.1038/ngeo1787,era,Multidisciplinary
10.1007/s00125-014-3176-1,altmetric,endocrinology
10.1007/s00125-014-3176-1,scopus,Medicine
10.1007/s00125-014-3176-1,scopus,Health Sciences
10.1007/s00125-014-3176-1,springer,Human Physiology
10.1007/s00125-014-3176-1,springer,Internal Medicine
10.1007/s00125-014-3176-1,springer,Medicine & Public Health
10.1007/s00125-014-3176-1,springer,Metabolic Diseases
10.1007/s00125-014-3176-1,era,Clinical Sciences
10.1007/s00125-014-3176-1,era,Paediatrics And Reproductive Medicine
10.1007/s00125-014-3176-1,era,Public Health And Health Services
10.1038/nature13717,altmetric,science
10.1038/nature13717,scopus,General
10.1038/nature13717,npg,Conservation
10.1016/s1474-4422(15)00092-7,altmetric,neurology
10.1016/s1474-4422(15)00092-7,scopus,Medicine
10.1016/s1474-4422(15)00092-7,scopus,Health Sciences
10.1016/s1474-4422(15)00092-7,era,Clinical Sciences
10.1016/s1474-4422(15)00092-7,era,Neurosciences
10.1016/s0140-6736(13)60355-4,altmetric,medicine
10.1016/s0140-6736(13)60355-4,scopus,Medicine
10.1016/s0140-6736(13)60355-4,scopus,Health Sciences
10.1016/s0140-6736(13)60355-4,era,Medical And Health Sciences
10.1038/ng.2744,altmetric,geneticsmedical
10.1038/ng.2744,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1038/ng.2744,scopus,Life Sciences
10.1038/ng.2744,npg,Tuberculosis
10.1038/ng.2744,era,Medical And Health Sciences
10.1038/ng.2744,era,Biological Sciences
10.1126/science.aac7932,altmetric,science
10.1126/science.aac7932,scopus,General
10.1038/nn.3695,altmetric,neurology
10.1038/nn.3695,scopus,Life Sciences
10.1038/nn.3695,scopus,Neuroscience
10.1038/nn.3695,npg,Epigenetics and behaviour
10.1038/nn.3695,npg,Molecular neuroscience
10.1038/nn.3695,era,Neurosciences
10.1038/nn.3695,era,Cognitive Science
10.1016/s0140-6736(13)61887-5,altmetric,medicine
10.1016/s0140-6736(13)61887-5,scopus,Medicine
10.1016/s0140-6736(13)61887-5,scopus,Health Sciences
10.1016/s0140-6736(13)61887-5,era,Medical And Health Sciences
10.1016/j.chom.2014.05.006,altmetric,microbiology
10.1016/j.chom.2014.05.006,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1016/j.chom.2014.05.006,scopus,Life Sciences
10.1016/j.chom.2014.05.006,scopus,Immunology and Microbiology
10.1016/j.chom.2014.05.006,era,Microbiology
10.1016/j.chom.2014.05.006,era,Medical Microbiology
10.1136/bmj.i704,altmetric,medicine
10.1136/bmj.i704,scopus,Medicine
10.1136/bmj.i704,scopus,Health Sciences
10.1136/bmj.i704,era,Public Health And Health Services
10.1371/journal.pone.0109343,altmetric,medicine
10.1371/journal.pone.0109343,altmetric,science
10.1371/journal.pone.0109343,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1371/journal.pone.0109343,scopus,Health Sciences
10.1371/journal.pone.0109343,scopus,Life Sciences
10.1371/journal.pone.0109343,scopus,Agricultural and Biological Sciences
10.1371/journal.pone.0109343,scopus,Medicine
10.1371/journal.pone.0109343,era,Multidisciplinary
10.1016/s0140-6736(12)61611-0,altmetric,medicine
10.1016/s0140-6736(12)61611-0,scopus,Medicine
10.1016/s0140-6736(12)61611-0,scopus,Health Sciences
10.1016/s0140-6736(12)61611-0,era,Medical And Health Sciences
10.1126/science.1232758,altmetric,science
10.1126/science.1232758,scopus,General
10.1016/s0140-6736(12)60898-8,scopus,Medicine
10.1016/s0140-6736(12)60898-8,scopus,Health Sciences
10.1016/s0140-6736(12)60898-8,era,Medical And Health Sciences
10.1056/nejmc1500960,altmetric,medicine
10.1056/nejmc1500960,scopus,Medicine
10.1056/nejmc1500960,scopus,Health Sciences
10.1056/nejmc1500960,era,Medical And Health Sciences
10.1038/nphys4021,scopus,Physical Sciences
10.1038/nphys4021,scopus,Physics and Astronomy
10.1038/nphys4021,npg,Experimental particle physics
10.1038/nphys4021,npg,Particle physics
10.1038/nphys4021,era,Mathematical Sciences
10.1038/nphys4021,era,Physical Sciences
10.1038/ng.3281,altmetric,geneticsmedical
10.1038/ng.3281,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1038/ng.3281,scopus,Life Sciences
10.1038/ng.3281,npg,Bacteriology
10.1038/ng.3281,era,Medical And Health Sciences
10.1038/ng.3281,era,Biological Sciences
10.1111/cobi.12303,scopus,Physical Sciences
10.1111/cobi.12303,scopus,Life Sciences
10.1111/cobi.12303,scopus,Agricultural and Biological Sciences
10.1111/cobi.12303,scopus,Environmental Science
10.1111/cobi.12303,era,Environmental Sciences
10.1111/cobi.12303,era,Biological Sciences
10.1111/cobi.12303,era,Agricultural And Veterinary Sciences
10.3847/0004-637x/819/2/129,scopus,Earth and Planetary Sciences
10.3847/0004-637x/819/2/129,scopus,Physical Sciences
10.3847/0004-637x/819/2/129,scopus,Physics and Astronomy
10.3847/0004-637x/819/2/129,era,Astronomical And Space Sciences
10.3847/0004-637x/819/2/129,era,Organic Chemistry
10.3847/0004-637x/819/2/129,era,Physical Chemistry (Incl. Structural)
10.1016/s0140-6736(12)61729-2,altmetric,medicine
10.1016/s0140-6736(12)61729-2,scopus,Medicine
10.1016/s0140-6736(12)61729-2,scopus,Health Sciences
10.1016/s0140-6736(12)61729-2,era,Medical And Health Sciences
10.1007/s00125-013-2899-8,altmetric,endocrinology
10.1007/s00125-013-2899-8,scopus,Medicine
10.1007/s00125-013-2899-8,scopus,Health Sciences
10.1007/s00125-013-2899-8,springer,Human Physiology
10.1007/s00125-013-2899-8,springer,Internal Medicine
10.1007/s00125-013-2899-8,springer,Medicine & Public Health
10.1007/s00125-013-2899-8,springer,Metabolic Diseases
10.1007/s00125-013-2899-8,era,Clinical Sciences
10.1007/s00125-013-2899-8,era,Paediatrics And Reproductive Medicine
10.1007/s00125-013-2899-8,era,Public Health And Health Services
10.1126/science.1229803,altmetric,science
10.1126/science.1229803,scopus,General
10.1001/jama.2014.5985,altmetric,medicine
10.1001/jama.2014.5985,scopus,Medicine
10.1001/jama.2014.5985,scopus,Health Sciences
10.1001/jama.2014.5985,era,Medical And Health Sciences
10.1038/nature12787,altmetric,science
10.1038/nature12787,scopus,General
10.1038/nature12787,npg,Gene regulation
10.1038/nature12787,npg,Non-coding RNAs
10.1038/nature12787,npg,Transcriptomics
10.1016/s0140-6736(14)60497-9,scopus,Medicine
10.1016/s0140-6736(14)60497-9,scopus,Health Sciences
10.1016/s0140-6736(14)60497-9,era,Medical And Health Sciences
10.1126/science.aaa1348,altmetric,science
10.1126/science.aaa1348,scopus,General
10.1016/j.ypmed.2014.08.023,scopus,Medicine
10.1016/j.ypmed.2014.08.023,scopus,Health Sciences
10.1016/j.ypmed.2014.08.023,era,Human Movement And Sports Science
10.1016/j.ypmed.2014.08.023,era,Public Health And Health Services
10.1016/j.ypmed.2014.08.023,era,Curriculum And Pedagogy
10.1016/j.jenvman.2012.08.018,altmetric,environmentalhealth
10.1016/j.jenvman.2012.08.018,scopus,Environmental Science
10.1016/j.jenvman.2012.08.018,scopus,Physical Sciences
10.1073/pnas.1610156113,altmetric,science
10.1073/pnas.1610156113,scopus,General
10.1073/pnas.1610156113,era,Multidisciplinary
10.1136/bmj.g1687,altmetric,medicine
10.1136/bmj.g1687,scopus,Medicine
10.1136/bmj.g1687,scopus,Health Sciences
10.1136/bmj.g1687,era,Public Health And Health Services
10.1038/nature12825,altmetric,science
10.1038/nature12825,scopus,General
10.1038/nature12593,altmetric,science
10.1038/nature12593,scopus,General
10.1038/nature12593,npg,Epigenomics
10.1038/nature12593,npg,Chromosomes
10.1016/s0140-6736(12)61422-6,scopus,Medicine
10.1016/s0140-6736(12)61422-6,scopus,Health Sciences
10.1016/s0140-6736(12)61422-6,era,Medical And Health Sciences
10.1001/jama.2014.10057,altmetric,medicine
10.1001/jama.2014.10057,scopus,Medicine
10.1001/jama.2014.10057,scopus,Health Sciences
10.1001/jama.2014.10057,era,Medical And Health Sciences
10.1126/science.1222526,altmetric,science
10.1126/science.1222526,scopus,General
10.1056/nejmoa1404037,altmetric,medicine
10.1056/nejmoa1404037,scopus,Medicine
10.1056/nejmoa1404037,scopus,Health Sciences
10.1056/nejmoa1404037,era,Medical And Health Sciences
10.1016/s0140-6736(12)61689-4,altmetric,medicine
10.1016/s0140-6736(12)61689-4,scopus,Medicine
10.1016/s0140-6736(12)61689-4,scopus,Health Sciences
10.1016/s0140-6736(12)61689-4,era,Medical And Health Sciences
10.1073/pnas.1318786111,altmetric,science
10.1073/pnas.1318786111,scopus,General
10.1073/pnas.1318786111,era,Multidisciplinary
10.1126/science.aad0055,altmetric,science
10.1126/science.aad0055,scopus,General
10.1126/science.1253425,altmetric,science
10.1126/science.1253425,scopus,General
10.1126/science.1234485,altmetric,science
10.1126/science.1234485,scopus,General
10.1016/j.cell.2014.08.029,altmetric,cellbiology
10.1016/j.cell.2014.08.029,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1016/j.cell.2014.08.029,scopus,Life Sciences
10.1016/j.cell.2014.08.029,era,Biological Sciences
10.1016/j.cell.2014.08.029,era,Medical And Health Sciences
10.3201/eid1807.111654,altmetric,communicablediseases
10.3201/eid1807.111654,scopus,Medicine
10.3201/eid1807.111654,scopus,Health Sciences
10.3201/eid1807.111654,era,Medical Microbiology
10.3201/eid1807.111654,era,Public Health And Health Services
10.3201/eid1807.111654,era,Clinical Sciences
10.1177/0022034513508954,altmetric,dentistry
10.1177/0022034513508954,scopus,Dentistry
10.1177/0022034513508954,scopus,Health Sciences
10.1016/s0140-6736(15)01020-x,scopus,Medicine
10.1016/s0140-6736(15)01020-x,scopus,Health Sciences
10.1016/s0140-6736(15)01020-x,era,Medical And Health Sciences
10.1016/s0140-6736(13)60632-7,altmetric,medicine
10.1016/s0140-6736(13)60632-7,scopus,Medicine
10.1016/s0140-6736(13)60632-7,scopus,Health Sciences
10.1016/s0140-6736(13)60632-7,era,Medical And Health Sciences
10.1126/science.aaa4339,altmetric,science
10.1126/science.aaa4339,scopus,General
10.1007/s10995-014-1591-z,altmetric,perinatology
10.1007/s10995-014-1591-z,scopus,Medicine
10.1007/s10995-014-1591-z,scopus,Health Sciences
10.1007/s10995-014-1591-z,era,Medical And Health Sciences
10.1007/s10995-014-1591-z,era,Studies In Human Society
10.1038/nature14111,altmetric,science
10.1038/nature14111,scopus,General
10.1038/nature14111,npg,Volcanology
10.1038/nature14111,npg,Geodynamics
10.1038/nature14111,npg,Geophysics
10.1016/s0140-6736(12)60646-1,scopus,Medicine
10.1016/s0140-6736(12)60646-1,scopus,Health Sciences
10.1016/s0140-6736(12)60646-1,era,Medical And Health Sciences
10.1038/ng.2566,altmetric,geneticsmedical
10.1038/ng.2566,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1038/ng.2566,scopus,Life Sciences
10.1038/ng.2566,era,Medical And Health Sciences
10.1038/ng.2566,era,Biological Sciences
10.1016/s0140-6736(16)30067-8,altmetric,medicine
10.1016/s0140-6736(16)30067-8,scopus,Medicine
10.1016/s0140-6736(16)30067-8,scopus,Health Sciences
10.1016/s0140-6736(16)30067-8,era,Medical And Health Sciences
10.1016/j.neuropharm.2012.07.009,altmetric,pharmacology
10.1016/j.neuropharm.2012.07.009,altmetric,neurology
10.1016/j.neuropharm.2012.07.009,scopus,Life Sciences
10.1016/j.neuropharm.2012.07.009,scopus,"Pharmacology, Toxicology and Pharmaceutics"
10.1016/j.neuropharm.2012.07.009,scopus,Neuroscience
10.1016/j.neuropharm.2012.07.009,era,Neurosciences
10.1016/j.neuropharm.2012.07.009,era,Pharmacology And Pharmaceutical Sciences
10.1016/j.neuropharm.2012.07.009,era,Psychology
10.1093/eurheartj/ehs092,altmetric,cardiology
10.1093/eurheartj/ehs092,scopus,Medicine
10.1093/eurheartj/ehs092,scopus,Health Sciences
10.1093/eurheartj/ehs092,era,Cardiovascular Medicine And Haematology
10.1016/s0140-6736(12)60816-2,altmetric,medicine
10.1016/s0140-6736(12)60816-2,scopus,Medicine
10.1016/s0140-6736(12)60816-2,scopus,Health Sciences
10.1016/s0140-6736(12)60816-2,era,Medical And Health Sciences
10.1371/journal.pone.0031824,altmetric,medicine
10.1371/journal.pone.0031824,altmetric,science
10.1371/journal.pone.0031824,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1371/journal.pone.0031824,scopus,Health Sciences
10.1371/journal.pone.0031824,scopus,Life Sciences
10.1371/journal.pone.0031824,scopus,Agricultural and Biological Sciences
10.1371/journal.pone.0031824,scopus,Medicine
10.1371/journal.pone.0031824,era,Multidisciplinary
10.1038/ng.2564,altmetric,geneticsmedical
10.1038/ng.2564,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1038/ng.2564,scopus,Life Sciences
10.1038/ng.2564,era,Medical And Health Sciences
10.1038/ng.2564,era,Biological Sciences
10.1016/s0140-6736(12)60766-1,altmetric,medicine
10.1016/s0140-6736(12)60766-1,scopus,Medicine
10.1016/s0140-6736(12)60766-1,scopus,Health Sciences
10.1016/s0140-6736(12)60766-1,era,Medical And Health Sciences
10.1016/s1474-4422(16)00062-4,altmetric,neurology
10.1016/s1474-4422(16)00062-4,scopus,Medicine
10.1016/s1474-4422(16)00062-4,scopus,Health Sciences
10.1016/s1474-4422(16)00062-4,era,Clinical Sciences
10.1016/s1474-4422(16)00062-4,era,Neurosciences
10.1038/nn.4267,altmetric,neurology
10.1038/nn.4267,scopus,Life Sciences
10.1038/nn.4267,scopus,Neuroscience
10.1038/nn.4267,npg,Genome-wide association studies
10.1038/nn.4267,npg,Sequencing
10.1038/nn.4267,npg,Neurodevelopmental disorders
10.1038/nn.4267,npg,Epigenetics
10.1038/nn.4267,npg,Schizophrenia
10.1038/nn.4267,era,Neurosciences
10.1038/nn.4267,era,Cognitive Science
10.1126/scitranslmed.aad3744,altmetric,medicine
10.1126/scitranslmed.aad3744,altmetric,science
10.1126/scitranslmed.aad3744,era,Medical And Health Sciences
10.1126/scitranslmed.aad3744,era,Biological Sciences
10.1002/ijc.29469,altmetric,neoplasms
10.1002/ijc.29469,scopus,Medicine
10.1002/ijc.29469,scopus,Health Sciences
10.1002/ijc.29469,era,Oncology And Carcinogenesis
10.1200/jco.2012.47.2738,altmetric,neoplasms
10.1200/jco.2012.47.2738,scopus,"Biochemistry, Genetics and Molecular Biology"
10.1200/jco.2012.47.2738,scopus,Health Sciences
10.1200/jco.2012.47.2738,scopus,Life Sciences
10.1200/jco.2012.47.2738,scopus,Medicine
10.1200/jco.2012.47.2738,era,Oncology And Carcinogenesis
10.1038/nature10736,altmetric,science
10.1038/nature10736,scopus,General
10.1016/s0140-6736(13)62674-4,altmetric,medicine
10.1016/s0140-6736(13)62674-4,scopus,Medicine
10.1016/s0140-6736(13)62674-4,scopus,Health Sciences
10.1016/s0140-6736(13)62674-4,era,Medical And Health Sciences
10.1136/bmj.e2931,altmetric,medicine
10.1136/bmj.e2931,scopus,Medicine
10.1136/bmj.e2931,scopus,Health Sciences
10.1136/bmj.e2931,era,Public Health And Health Services
10.1016/s0140-6736(12)60735-1,altmetric,medicine
10.1016/s0140-6736(12)60735-1,scopus,Medicine
10.1016/s0140-6736(12)60735-1,scopus,Health Sciences
10.1016/s0140-6736(12)60735-1,era,Medical And Health Sciences
10.1038/ncomms5077,era,Multidisciplinary
10.1126/science.1234379,altmetric,science
10.1126/science.1234379,scopus,General
10.1038/ncomms4749,era,Multidisciplinary
10.1111/gcb.12603,scopus,Environmental Science
10.1111/gcb.12603,scopus,Physical Sciences
10.1111/gcb.12603,era,Biological Sciences
10.1111/gcb.12603,era,Environmental Sciences
10.1016/s0140-6736(13)62341-7,scopus,Medicine
10.1016/s0140-6736(13)62341-7,scopus,Health Sciences
10.1016/s0140-6736(13)62341-7,era,Medical And Health Sciences
10.1126/science.1260260,altmetric,science
10.1126/science.1260260,scopus,General
10.1080/01441647.2015.1014451,scopus,Social Sciences
10.1080/01441647.2015.1014451,era,Urban And Regional Planning
10.1080/01441647.2015.1014451,era,Transportation And Freight Services
10.1111/ibi.12400,scopus,Physical Sciences
10.1111/ibi.12400,scopus,Life Sciences
10.1111/ibi.12400,scopus,Agricultural and Biological Sciences
10.1111/ibi.12400,scopus,Environmental Science
10.1111/ibi.12400,era,Zoology
10.1111/ibi.12400,era,Information Systems
10.1111/ibi.12400,era,Ecology
10.1093/cid/ciw601,altmetric,communicablediseases
10.1093/cid/ciw601,scopus,Medicine
10.1093/cid/ciw601,scopus,Health Sciences
10.1093/cid/ciw601,era,Biological Sciences
